NR,AR,AC15,AO15,AC15_rmse,AO15_rmse
39,0.242307692,0.38,0.151111111,0,0
37.0,0.2655138244839313,0.26673376163927526,0.29981440875989607,0.11326623836072475,0.14870329775989607
36.0,0.2743455297322482,0.2727482817412031,0.29963152702805995,0.10725171825879692,0.14852041602805996
36.0,0.2761426161563868,0.27416929913477917,0.3007972674814194,0.10583070086522084,0.1496861564814194
36.0,0.2743455297322482,0.2727482817412031,0.29963152702805995,0.10725171825879692,0.14852041602805996
26.0,0.38371084273939193,0.4042841242398878,0.353570710025828,0.024284124239887794,0.20245959902582802
36.0,0.2743455297322482,0.2727482817412031,0.29963152702805995,0.10725171825879692,0.14852041602805996
33.0,0.30352348837251475,0.2882779687474797,0.3278867595811929,0.09172203125252032,0.1767756485811929
36.0,0.2765260884991661,0.2632106050135134,0.31034934570457645,0.1167893949864866,0.15923823470457646
37.0,0.2655138244839313,0.26673376163927526,0.29981440875989607,0.11326623836072475,0.14870329775989607
